id,title,category,subcategory,kind,countries,hasRunner,version,description
idf-ms,IDF Metabolic Syndrome,22. Прочие специальности,Эндокринология,calculator,Международный (IDF 2006 / JIS 2009),yes,1.0.0,Диагностические критерии метаболического синдрома.
iief,IIEF-5 (SHIM),12. Нефрология и урология,Урология,calculator,Международный,yes,1.0.0,Скрининг и оценка тяжести эректильной дисфункции.
ikdc,IKDC / Lysholm / Tegner / KOOS / WOMAC,7. Травматология и военная медицина,Суставы / Хрящ,calculator,Международный,yes,1.0.0,Оценка функции коленного сустава и исходов.
ilae,ILAE 2017 classification,5. Неврология и нейрохирургия,Эпилепсия,score,,yes,1.0.0,Классификация типов эпилептических припадков и эпилепсий.
ilcor,ILCOR CoSTR,17. Протоколы экстренной помощи,Реанимация,calculator,"Международный (AHA, ERC, ANZCOR, HSFC, RCSA, IAHF, InterAmerican HF)",yes,1.0.0,Международный научный консенсус по реанимации.
imci-africa,IMCI / IMPAC / IMAI / IMCA / ETAT (WHO),19. Региональные стандарты,Ближний Восток / Африка,calculator,"Африка (Sub-Saharan Africa, WHO AFRO); также используется в Юго-Восточной Азии и LAC под разными именами (AIEPI, IMNCI)",yes,1.0.0,Пакеты ВОЗ для стран с ограниченными ресурсами.
imci,IMCI (WHO),3. Педиатрические инструменты,Лихорадка,calculator,WHO / страны с ограниченными ресурсами,yes,1.0.0,Интегрированное ведение болезней детского возраста в странах с ограниченными ресурсами.
impact,IMPACT / CRASH,5. Неврология и нейрохирургия,ЧМТ,calculator,Международный (IMPACT + CRASH консорциумы),yes,1.0.0,Прогноз исходов при тяжёлой ЧМТ.
improve-bleed,IMPROVE bleeding,2. Диагностические шкалы,ВТЭ / Кровотечение,score,"Международный (ACCP 2012, ASH 2018)",yes,1.0.0,Оценка риска кровотечения у стационарных пациентов.
imss,IMSS Guías de Práctica Clínica,19. Региональные стандарты,Латинская Америка,calculator,Мексика,yes,1.0.0,Мексиканские клинические рекомендации.
inr-coag,INR / aPTT / TT / Anti-Xa / TEG / ROTEM,15. Лабораторная медицина,Коагуляция,calculator,Международный (ACCP · ISTH · EHRA),yes,1.0.0,Оценка системы свёртывания крови.
insall-salvati,Insall-Salvati / Caton-Deschamps,7. Травматология и военная медицина,Суставы / Хрящ,calculator,Международный,yes,1.0.0,Индексы положения надколенника на рентгене.
insulin-correction,Insulin correction factor (1700/1800) + I:C ratio,1. Клинические калькуляторы,Дозирование,calculator,США (ADA) · Международный (ISPAD),yes,1.0.0,Индивидуальные коэффициенты инсулина для коррекции гликемии и ХЕ.
